"Ocena dokonèanih stanovanj po številu sob in površini, po obèinah, Slovenija, letno"

"OBÈINE";"MERITVE";"2008 Stanovanja - SKUPAJ";"2008 Enosobna";"2008 Dvosobna";"2008 Trisobna";"2008 Štirisobna";"2008 Pet- in veèsobna";"2009 Stanovanja - SKUPAJ";"2009 Enosobna";"2009 Dvosobna";"2009 Trisobna";"2009 Štirisobna";"2009 Pet- in veèsobna";"2010 Stanovanja - SKUPAJ";"2010 Enosobna";"2010 Dvosobna";"2010 Trisobna";"2010 Štirisobna";"2010 Pet- in veèsobna";"2011 Stanovanja - SKUPAJ";"2011 Enosobna";"2011 Dvosobna";"2011 Trisobna";"2011 Štirisobna";"2011 Pet- in veèsobna";"2012 Stanovanja - SKUPAJ";"2012 Enosobna";"2012 Dvosobna";"2012 Trisobna";"2012 Štirisobna";"2012 Pet- in veèsobna";"2013 Stanovanja - SKUPAJ";"2013 Enosobna";"2013 Dvosobna";"2013 Trisobna";"2013 Štirisobna";"2013 Pet- in veèsobna";"2014 Stanovanja - SKUPAJ";"2014 Enosobna";"2014 Dvosobna";"2014 Trisobna";"2014 Štirisobna";"2014 Pet- in veèsobna";"2015 Stanovanja - SKUPAJ";"2015 Enosobna";"2015 Dvosobna";"2015 Trisobna";"2015 Štirisobna";"2015 Pet- in veèsobna";"2016 Stanovanja - SKUPAJ";"2016 Enosobna";"2016 Dvosobna";"2016 Trisobna";"2016 Štirisobna";"2016 Pet- in veèsobna";"2017 Stanovanja - SKUPAJ";"2017 Enosobna";"2017 Dvosobna";"2017 Trisobna";"2017 Štirisobna";"2017 Pet- in veèsobna";"2018 Stanovanja - SKUPAJ";"2018 Enosobna";"2018 Dvosobna";"2018 Trisobna";"2018 Štirisobna";"2018 Pet- in veèsobna";"2019 Stanovanja - SKUPAJ";"2019 Enosobna";"2019 Dvosobna";"2019 Trisobna";"2019 Štirisobna";"2019 Pet- in veèsobna";"2020 Stanovanja - SKUPAJ";"2020 Enosobna";"2020 Dvosobna";"2020 Trisobna";"2020 Štirisobna";"2020 Pet- in veèsobna";"2021 Stanovanja - SKUPAJ";"2021 Enosobna";"2021 Dvosobna";"2021 Trisobna";"2021 Štirisobna";"2021 Pet- in veèsobna";"2022 Stanovanja - SKUPAJ";"2022 Enosobna";"2022 Dvosobna";"2022 Trisobna";"2022 Štirisobna";"2022 Pet- in veèsobna";"2023 Stanovanja - SKUPAJ";"2023 Enosobna";"2023 Dvosobna";"2023 Trisobna";"2023 Štirisobna";"2023 Pet- in veèsobna"
"Naklo";"Površina [m2]";3841;0;117;239;631;2854;2369;0;83;0;329;1957;1991;213;81;378;84;1235;1601;0;0;0;585;1016;1759;0;0;0;632;1127;782;37;126;286;0;333;1401;0;0;0;357;1044;965;0;0;0;119;846;1484;0;0;0;434;1050;1054;0;0;69;95;890;1230;0;58;0;159;1013;1476;0;0;0;78;1398;1451;0;162;0;419;870;2603;0;0;199;774;1630;2297;0;0;687;155;1455;1260;0;0;0;0;1260
"Nazarje";"Število";0;0;0;0;0;0;4;0;0;0;1;3;4;0;0;0;1;3;32;0;7;17;7;1;2;0;0;0;0;2;2;0;0;0;0;2;4;0;0;0;1;3;3;0;1;0;0;2;3;0;1;0;1;1;28;14;8;5;0;1;2;0;0;0;0;2;4;3;0;0;0;1;2;0;1;1;0;0;4;0;0;2;2;0;2;0;0;2;0;0;8;0;1;4;3;0
"Nazarje";"Površina [m2]";0;0;0;0;0;0;539;0;0;0;94;445;567;0;0;0;73;494;1706;0;280;850;420;156;366;0;0;0;0;366;295;0;0;0;0;295;642;0;0;0;85;557;308;0;65;0;0;243;374;0;42;0;147;185;1708;520;644;410;0;134;373;0;0;0;0;373;677;349;0;0;0;328;272;0;174;98;0;0;766;0;0;410;356;0;376;0;0;376;0;0;1138;0;56;527;555;0
"Nova Gorica";"Število";107;9;32;21;14;31;314;37;102;77;63;35;80;2;15;21;14;28;49;1;5;4;21;18;78;8;12;12;21;25;32;0;1;9;10;12;30;1;4;6;9;10;31;0;5;3;9;14;57;2;5;8;16;26;31;0;0;3;9;19;28;0;1;4;8;15;27;0;0;4;11;12;24;0;0;7;2;15;30;0;1;0;17;12;75;0;2;5;24;44;21;0;0;8;7;6
"Nova Gorica";"Površina [m2]";10793;311;1437;1500;2114;5431;22954;1320;5136;5059;6049;5390;8021;53;685;1331;1783;4169;6114;50;312;484;2816;2452;9859;279;887;1283;3094;4316;3995;0;63;675;1516;1741;3540;78;191;653;860;1758;3989;0;446;298;1262;1983;8666;167;348;792;2380;4979;4359;0;0;374;1279;2706;4016;0;37;478;789;2712;3356;0;0;312;859;2185;2779;0;0;628;254;1897;4254;0;49;0;2062;2143;12762;0;61;422;2966;9313;3253;0;0;1159;1087;1007
"Novo mesto";"Število";217;42;24;41;20;90;67;0;4;5;14;44;41;0;1;2;11;27;28;3;0;3;9;13;32;2;2;1;4;23;39;1;1;1;5;31;48;0;2;5;7;34;49;0;3;3;10;33;41;1;1;6;10;23;39;3;0;1;9;26;54;1;5;3;14;31;37;2;7;2;10;16;83;1;7;8;11;56;119;0;3;4;12;100;109;1;1;53;13;41;282;23;87;114;35;23
"Novo mesto";"Površina [m2]";25186;1551;1325;3240;2643;16427;11319;0;376;562;2445;7936;6849;0;45;209;1353;5242;4082;182;0;174;1253;2473;5246;170;96;92;649;4239;6889;51;108;112;682;5936;7502;0;117;418;1155;5812;8914;0;224;286;1715;6689;7082;53;60;417;1643;4909;6491;310;0;75;1303;4803;8144;46;301;264;2040;5493;4176;42;377;168;841;2748;11596;257;364;1136;1381;8458;18576;0;263;354;1654;16305;14874;36;51;6024;1449;7314;23408;1962;4795;8260;3711;4680
"Odranci";"Število";2;0;0;0;0;2;4;0;0;0;2;2;3;0;0;0;1;2;3;0;0;0;2;1;5;0;1;0;0;4;4;0;1;0;1;2;7;0;0;3;1;3;2;0;2;0;0;0;5;0;0;0;4;1;4;0;0;0;1;3;2;0;0;0;1;1;5;0;0;0;3;2;2;0;0;0;2;0;6;0;0;0;0;6;2;0;0;0;0;2;6;0;0;0;0;6
"Odranci";"Površina [m2]";504;0;0;0;0;504;862;0;0;0;353;509;544;0;0;0;90;454;622;0;0;0;472;150;789;0;58;0;0;731;503;0;55;0;150;298;895;0;0;235;98;562;146;0;146;0;0;0;730;0;0;0;520;210;547;0;0;0;87;460;356;0;0;0;146;210;683;0;0;0;419;264;231;0;0;0;231;0;1027;0;0;0;0;1027;304;0;0;0;0;304;867;0;0;0;0;867
"Oplotnica";"Število";19;0;2;2;8;7;25;4;8;6;3;4;12;1;0;2;1;8;13;0;0;5;6;2;18;0;1;5;7;5;14;1;0;1;8;4;11;1;0;1;3;6;9;1;1;1;3;3;14;0;3;2;4;5;7;0;1;2;0;4;6;0;1;0;2;3;4;1;0;0;1;2;8;0;1;0;4;3;8;0;0;0;2;6;3;0;0;1;0;2;11;0;0;6;1;4
"Oplotnica";"Površina [m2]";3560;0;256;229;1794;1281;2820;150;466;566;504;1134;1951;22;0;228;262;1439;2314;0;0;825;935;554;3205;0;63;820;1200;1122;2163;28;0;67;1337;731;1592;74;0;44;286;1188;1298;80;136;110;451;521;2238;0;246;479;702;811;905;0;45;198;0;662;1256;0;39;0;393;824;607;45;0;0;115;447;1142;0;148;0;463;531;1333;0;0;0;408;925;446;0;0;97;0;349;1352;0;0;511;130;711
"Ormož";"Število";38;1;3;6;12;16;52;5;5;9;9;24;56;0;10;23;7;16;17;2;2;6;4;3;22;0;1;5;8;8;29;0;3;8;6;12;51;10;10;14;9;8;21;2;3;1;8;7;37;2;3;13;5;14;29;1;4;8;5;11;21;1;2;4;6;8;14;1;2;6;2;3;28;1;10;5;7;5;36;1;14;8;6;7;25;1;11;3;3;7;9;0;1;0;1;7
"Ormož";"Površina [m2]";5695;46;186;578;2004;2881;6499;199;246;953;1135;3966;5750;0;693;1659;804;2594;1650;112;86;495;436;521;3171;0;57;537;1181;1396;3825;0;345;772;768;1940;4283;357;565;1262;893;1206;2748;143;205;41;1124;1235;4680;113;232;1256;531;2548;3813;30;296;895;737;1855;2652;85;98;425;787;1257;1557;19;228;655;212;443;3296;28;693;566;1094;915;3696;88;1063;814;694;1037;2686;14;1201;265;380;826;1367;0;68;0;122;1177
"Osilnica";"Število";0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;1;0;1;0;1;0;0;0;2;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Osilnica";"Površina [m2]";0;0;0;0;0;0;0;0;0;0;0;0;447;267;0;0;180;0;60;0;60;0;0;0;348;0;0;0;118;230;50;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;114;0;0;0;0;0;0;0;55;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pesnica";"Število";34;1;1;5;14;13;35;0;5;7;7;16;21;0;3;5;5;8;17;1;0;1;5;10;12;0;0;3;4;5;17;0;1;2;3;11;10;1;0;0;1;8;9;0;1;1;1;6;13;0;1;4;5;3;13;0;3;1;2;7;35;1;1;1;24;8;12;0;0;5;5;2;10;2;1;2;3;2;38;0;12;5;12;9;12;0;1;3;2;6;15;0;0;0;11;4
"Pesnica";"Površina [m2]";5484;42;49;524;2109;2760;5326;0;333;762;1058;3173;2993;0;214;446;695;1638;3024;39;0;150;676;2159;1794;0;0;287;561;946;2662;0;47;112;451;2052;1655;40;0;0;198;1417;1589;0;78;98;112;1301;1792;0;46;394;691;661;2101;0;150;103;227;1621;4307;89;53;136;2911;1118;2161;0;0;791;1059;311;1258;79;29;257;479;414;4945;0;1440;826;1012;1667;1870;0;141;319;276;1134;2449;0;0;0;1707;742
"Piran/Pirano";"Število";122;18;51;31;15;7;127;64;7;30;9;17;38;4;13;10;6;5;16;0;0;4;4;8;51;9;17;17;3;5;38;1;23;3;1;10;14;0;0;1;6;7;20;0;1;3;5;11;21;1;1;5;2;12;12;0;2;1;5;4;20;1;2;6;5;6;24;1;5;1;6;11;7;0;1;0;2;4;10;0;2;4;2;2;11;0;1;0;3;7;10;2;2;1;1;4
"Piran/Pirano";"Površina [m2]";9198;808;2986;2583;1755;1066;10107;2703;401;2186;1262;3555;4079;292;771;1063;641;1312;2101;0;0;330;555;1216;4905;290;793;2218;375;1229;3982;46;1336;524;201;1875;2557;0;0;138;796;1623;2894;0;84;186;851;1773;3190;40;71;375;381;2323;1956;0;93;70;646;1147;2870;30;93;647;806;1294;3674;46;335;79;1073;2141;1424;0;47;0;452;925;1203;0;132;526;232;313;2143;0;94;0;413;1636;1319;87;158;97;307;670
"Pivka";"Število";18;0;0;2;2;14;20;0;1;2;7;10;15;0;0;1;2;12;23;0;1;0;4;18;13;1;1;2;1;8;15;0;3;0;1;11;14;0;0;0;1;13;14;0;0;1;1;12;4;0;0;0;0;4;5;0;1;0;1;3;8;0;2;1;1;4;11;1;0;0;1;9;7;0;0;0;1;6;5;0;0;0;0;5;3;0;0;0;0;3;6;0;1;0;0;5
"Pivka";"Površina [m2]";2474;0;0;109;182;2183;2333;0;53;144;771;1365;1926;0;0;42;237;1647;3197;0;61;0;549;2587;2126;37;64;182;106;1737;2014;0;137;0;97;1780;2320;0;0;0;66;2254;2879;0;0;99;231;2549;517;0;0;0;0;517;589;0;72;0;96;421;1292;0;138;85;209;860;1769;65;0;0;102;1602;1168;0;0;0;110;1058;878;0;0;0;0;878;568;0;0;0;0;568;1171;0;36;0;0;1135
"Podèetrtek";"Število";14;2;0;1;4;7;36;12;3;5;4;12;16;0;3;0;4;9;26;5;5;2;5;9;39;6;6;11;9;7;109;11;2;63;17;16;9;2;0;2;2;3;16;0;0;2;6;8;6;0;0;0;3;3;6;0;0;1;0;5;10;0;1;3;1;5;10;1;0;2;3;4;9;0;1;2;0;6;14;0;1;4;2;7;6;0;0;0;3;3;6;0;3;0;2;1
"Podèetrtek";"Površina [m2]";1498;100;0;74;357;967;2879;268;181;364;305;1761;1953;0;140;0;364;1449;2491;140;222;179;458;1492;3045;195;302;698;764;1086;8864;385;127;4289;1927;2136;902;97;0;154;274;377;1828;0;0;140;677;1011;807;0;0;0;333;474;954;0;0;98;0;856;1320;0;50;226;274;770;1197;32;0;184;320;661;1341;0;42;162;0;1137;1458;0;32;273;210;943;932;0;0;0;436;496;694;0;152;0;386;156
"Podlehnik";"Število";2;0;0;1;1;0;3;0;0;0;1;2;2;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;2;0;0;1;1;0;2;0;0;1;0;1;5;1;0;1;0;3;2;0;0;0;2;0;15;0;1;1;5;8;3;0;0;1;0;2;5;1;0;1;3;0;3;0;1;0;1;1;3;1;1;0;0;1;3;0;0;1;0;2
"Podlehnik";"Površina [m2]";260;0;0;140;120;0;304;0;0;0;73;231;260;52;0;0;0;208;110;110;0;0;0;0;204;0;0;0;204;0;238;0;0;0;238;0;196;0;0;80;116;0;252;0;0;120;0;132;778;57;0;92;0;629;221;0;0;0;221;0;2227;0;64;65;683;1415;403;0;0;104;0;299;534;35;0;112;387;0;331;0;145;0;81;105;351;49;102;0;0;200;614;0;0;197;0;417
"Podvelka";"Število";2;0;0;1;0;1;5;0;0;2;1;2;5;0;0;1;2;2;3;0;0;0;0;3;2;0;0;0;1;1;2;0;0;0;0;2;12;4;4;0;1;3;2;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1
"Podvelka";"Površina [m2]";214;0;0;100;0;114;717;0;0;203;269;245;608;0;0;64;200;344;469;0;0;0;0;469;329;0;0;0;163;166;427;0;0;0;0;427;1175;128;224;0;265;558;147;0;0;60;87;0;0;0;0;0;0;0;43;0;43;0;0;0;0;0;0;0;0;0;301;0;0;51;0;250;0;0;0;0;0;0;117;0;0;0;117;0;0;0;0;0;0;0;175;0;0;0;0;175
"Poljèane";"Število";3;0;2;0;1;0;2;0;0;1;1;0;45;11;13;11;2;8;10;0;1;2;1;6;10;0;1;2;3;4;11;0;0;0;6;5;6;0;0;1;2;3;4;0;0;2;2;0;5;0;0;1;2;2;3;1;0;0;1;1;12;2;5;1;2;2;3;0;0;0;1;2;4;0;0;0;1;3;9;0;0;1;1;7;6;0;0;1;1;4;7;2;0;0;2;3
"Poljèane";"Površina [m2]";310;0;205;0;105;0;765;0;0;521;244;0;5738;508;716;1613;393;2508;1855;0;34;436;129;1256;1672;0;82;173;467;950;2019;0;0;0;1066;953;1020;0;0;121;401;498;487;0;0;275;212;0;826;0;0;211;311;304;252;28;0;0;58;166;1239;112;298;90;278;461;479;0;0;0;110;369;650;0;0;0;106;544;1689;0;0;89;152;1448;900;0;0;49;154;697;1053;68;0;0;406;579
"Polzela";"Število";26;0;1;4;11;10;24;0;0;4;12;8;44;0;1;2;24;17;21;0;2;1;7;11;16;0;1;0;10;5;11;0;0;1;9;1;9;0;0;1;5;3;7;0;1;2;2;2;13;0;1;2;8;2;13;0;2;4;5;2;15;0;1;2;6;6;65;0;0;3;59;3;22;0;0;3;11;8;25;0;0;2;15;8;11;0;0;1;7;3;85;0;60;3;19;3
"Polzela";"Površina [m2]";4656;0;40;396;1821;2399;4645;0;0;800;1969;1876;8063;0;196;146;3847;3874;4054;0;139;46;1021;2848;2419;0;84;0;1615;720;1806;0;0;193;1439;174;1642;0;0;171;954;517;899;0;47;187;382;283;1808;0;86;229;1064;429;2028;0;140;471;811;606;2019;0;78;384;850;707;6270;0;0;411;5445;414;3672;0;0;531;1810;1331;3466;0;0;201;2204;1061;1646;0;0;121;1015;510;8653;0;6505;248;1478;422
"Postojna";"Število";266;6;115;63;66;16;63;13;7;12;11;20;91;3;20;24;20;24;110;6;11;6;25;62;45;2;1;2;14;26;36;0;1;0;2;33;26;0;0;1;10;15;22;0;1;1;2;18;23;0;0;1;6;16;15;0;0;6;1;8;11;1;0;0;2;8;37;2;6;2;7;20;14;1;0;1;0;12;40;0;1;0;1;38;13;0;3;0;1;9;20;0;3;3;1;13
"Postojna";"Površina [m2]";20502;220;5992;5131;5755;3404;8111;806;485;933;1408;4479;10405;161;1002;1772;2561;4909;10343;184;487;404;2187;7081;7361;326;83;194;1615;5143;6636;0;22;0;226;6388;3968;0;0;168;1072;2728;3155;0;80;63;250;2762;3133;0;0;62;676;2395;2089;0;0;487;89;1513;1874;46;0;0;183;1645;4026;160;309;180;630;2747;2396;95;0;110;0;2191;4007;0;46;0;135;3826;1956;0;88;0;321;1547;2434;0;178;231;94;1931
"Prebold";"Število";7;0;0;0;1;6;27;0;0;2;13;12;8;0;0;1;2;5;75;12;34;5;21;3;8;0;0;0;5;3;9;0;1;2;5;1;6;0;0;0;3;3;7;0;0;0;1;6;5;0;1;2;1;1;9;1;0;2;6;0;15;0;0;3;8;4;10;0;0;1;6;3;2;0;0;0;1;1;16;0;0;2;6;8;13;0;0;1;6;6;14;0;2;1;7;4
"Prebold";"Površina [m2]";1383;0;0;0;153;1230;4802;0;0;266;2116;2420;1505;0;0;105;304;1096;5333;335;1899;269;2171;659;1255;0;0;0;810;445;1397;0;90;214;869;224;1343;0;0;0;751;592;1132;0;0;0;250;882;683;0;67;183;221;212;1354;80;0;280;994;0;2460;0;0;495;1182;783;1555;0;0;155;820;580;260;0;0;0;134;126;2460;0;0;274;863;1323;2276;0;0;191;927;1158;2143;0;148;186;1058;751
"Preddvor";"Število";4;0;0;0;2;2;5;0;0;0;1;4;35;4;8;9;5;9;12;0;0;5;1;6;13;0;0;0;4;9;6;0;0;1;0;5;13;0;6;1;5;1;3;1;0;1;1;0;2;0;0;1;0;1;6;0;0;1;1;4;13;0;0;3;3;7;16;0;1;4;3;8;10;0;0;1;6;3;5;0;0;0;2;3;14;0;0;2;3;9;12;0;1;2;1;8
"Preddvor";"Površina [m2]";707;0;0;0;294;413;1303;0;0;0;234;1069;4034;192;517;985;547;1793;2239;0;0;673;151;1415;2775;0;0;0;698;2077;1047;0;0;76;0;971;900;0;313;62;430;95;389;149;0;87;153;0;325;0;0;206;0;119;1000;0;0;125;95;780;2104;0;0;304;408;1392;2554;0;54;629;375;1496;1511;0;0;70;906;535;785;0;0;0;353;432;1950;0;0;120;455;1375;1782;0;130;222;74;1356
"Prevalje";"Število";11;0;2;5;2;2;5;0;1;0;0;4;36;10;20;1;0;5;8;0;0;1;1;6;6;0;0;0;0;6;5;0;0;0;1;4;18;4;6;3;1;4;3;0;0;1;1;1;4;0;1;1;1;1;11;0;5;2;0;4;5;0;1;0;1;3;11;0;0;2;3;6;23;3;2;12;1;5;22;2;7;7;1;5;9;0;0;1;3;5;4;0;0;0;2;2
"Prevalje";"Površina [m2]";1281;0;137;486;229;429;880;0;131;0;0;749;2401;387;923;86;0;1005;1398;0;0;164;148;1086;1099;0;0;0;0;1099;1348;0;0;0;373;975;1590;130;384;197;150;729;514;0;0;91;190;233;619;0;125;128;140;226;1322;0;315;204;0;803;650;0;82;0;92;476;1759;0;0;177;750;832;2506;168;131;1184;106;917;2125;80;427;518;128;972;1391;0;0;62;490;839;861;0;0;0;301;560
"Ptuj";"Število";38;2;12;3;11;10;42;9;0;6;14;13;29;2;1;8;8;10;21;4;0;2;6;9;12;0;1;1;5;5;12;0;4;0;3;5;17;5;2;2;6;2;19;2;2;1;7;7;22;4;3;3;4;8;28;3;1;3;13;8;66;2;18;12;18;16;93;2;2;46;29;14;46;4;5;10;13;14;61;2;5;9;13;32;39;2;3;4;21;9;94;28;3;37;10;16
"Ptuj";"Površina [m2]";4901;126;905;233;1186;2451;5543;360;0;561;2333;2289;4262;118;81;664;1461;1938;2945;168;0;235;1072;1470;2308;0;56;112;817;1323;1538;0;330;0;301;907;1537;262;96;157;780;242;2460;106;160;102;1036;1056;2757;137;211;350;702;1357;3675;221;57;318;1679;1400;7751;158;1080;1041;2561;2911;11442;285;131;4055;4007;2964;6780;145;744;1091;2037;2763;6652;100;470;1083;1838;3161;5824;132;337;567;2982;1806;9115;1785;332;2314;1598;3086
"Puconci";"Število";33;22;1;0;5;5;16;1;1;5;7;2;17;0;3;4;10;0;14;0;2;2;5;5;12;0;1;3;3;5;16;3;0;0;7;6;8;1;1;3;0;3;10;0;5;1;2;2;14;1;0;4;4;5;16;7;1;1;2;5;9;1;3;1;2;2;12;0;2;5;4;1;10;0;2;0;2;6;19;0;1;2;5;11;16;0;0;1;7;8;14;1;1;2;0;10
"Puconci";"Površina [m2]";2327;917;30;0;604;776;2113;104;79;583;938;409;2002;0;178;421;1403;0;2311;0;267;257;936;851;1811;0;71;381;411;948;2903;178;0;0;1098;1627;934;45;65;355;0;469;1037;0;226;113;299;399;1718;55;0;366;412;885;1442;200;79;110;290;763;1069;53;215;101;232;468;1173;0;132;420;562;59;1174;0;124;0;271;779;2573;0;60;190;623;1700;2687;0;0;98;908;1681;2503;46;94;309;0;2054
"Raèe - Fram";"Število";59;2;1;2;15;39;51;3;1;5;27;15;24;0;0;0;13;11;39;0;0;1;13;25;227;12;36;27;16;136;20;0;1;2;8;9;23;0;1;2;13;7;17;0;1;4;4;8;26;1;2;5;10;8;10;0;1;1;4;4;35;0;1;22;10;2;59;0;0;15;40;4;28;0;0;6;17;5;22;0;0;9;10;3;48;0;0;20;28;0;35;10;0;6;11;8
"Raèe - Fram";"Površina [m2]";8143;44;57;148;1654;6240;6391;457;91;464;2869;2510;3708;0;0;0;1849;1859;6306;0;0;110;1830;4366;22205;572;1922;1996;2045;15670;3247;0;68;186;1159;1834;3194;0;47;198;1900;1049;2253;0;63;297;616;1277;3806;34;115;447;1675;1535;2047;0;45;108;978;916;4714;0;32;2606;1480;596;7832;0;0;1886;5228;718;3964;0;0;819;2159;986;3194;0;0;976;1647;571;8218;0;0;2743;5475;0;5482;1458;0;789;1687;1548
"Radeèe";"Število";5;0;0;1;2;2;4;0;0;1;1;2;26;6;10;2;2;6;2;0;0;1;0;1;6;0;0;1;3;2;2;0;0;0;0;2;7;0;2;0;1;4;6;0;0;0;0;6;5;0;0;1;2;2;1;0;1;0;0;0;1;0;0;0;0;1;4;1;1;1;0;1;2;0;0;0;0;2;3;0;0;0;0;3;2;0;0;0;1;1;3;0;0;0;0;3
"Radeèe";"Površina [m2]";798;0;0;165;288;345;538;0;0;115;118;305;2219;276;580;155;212;996;280;0;0;100;0;180;849;0;0;140;378;331;169;0;0;0;0;169;494;0;77;0;60;357;638;0;0;0;0;638;421;0;0;43;174;204;79;0;79;0;0;0;240;0;0;0;0;240;257;38;61;68;0;90;229;0;0;0;0;229;362;0;0;0;0;362;193;0;0;0;75;118;310;0;0;0;0;310
"Radenci";"Število";97;46;41;0;1;9;10;1;0;2;4;3;11;0;1;3;3;4;11;0;2;2;2;5;11;0;0;2;7;2;15;0;1;2;5;7;9;0;1;0;3;5;5;0;1;0;3;1;5;0;1;1;3;0;6;1;0;1;3;1;12;1;2;2;4;3;11;0;1;5;5;0;8;0;1;2;1;4;14;1;0;2;8;3;17;0;2;13;0;2;115;0;1;2;2;110
"Radenci";"Površina [m2]";25796;11437;11509;0;150;2700;1634;24;0;167;496;947;1497;0;23;435;318;721;1970;0;336;368;243;1023;1858;0;0;297;1117;444;2920;0;68;469;714;1669;1423;0;144;0;307;972;782;0;37;0;566;179;639;0;82;197;360;0;868;26;0;64;559;219;1435;36;140;191;636;432;1384;0;94;595;695;0;1110;0;52;308;124;626;2152;47;0;285;1107;713;1158;0;106;714;0;338;6024;0;109;211;307;5397
"Radlje ob Dravi";"Število";18;0;5;4;3;6;19;1;3;1;1;13;83;0;21;51;5;6;15;1;6;1;2;5;12;1;0;0;7;4;20;0;0;3;8;9;31;0;24;3;2;2;5;0;0;0;1;4;8;0;1;3;1;3;11;0;2;2;2;5;3;0;1;0;0;2;4;0;0;0;3;1;7;0;1;0;1;5;13;0;1;1;3;8;8;0;0;1;1;6;38;0;0;0;4;34
"Radlje ob Dravi";"Površina [m2]";2844;0;299;456;788;1301;3327;30;192;116;149;2840;6053;0;814;3545;675;1019;1896;27;331;277;290;971;2352;98;0;0;1270;984;2569;0;0;383;849;1337;2132;0;1324;311;184;313;708;0;0;0;138;570;901;0;78;318;91;414;1620;0;102;203;267;1048;459;0;38;0;0;421;504;0;0;0;366;138;1027;0;52;0;155;820;1843;0;75;71;302;1395;1241;0;0;121;109;1011;3764;0;0;0;762;3002
"Radovljica";"Število";53;0;1;20;12;20;26;0;0;4;1;21;52;0;0;1;12;39;48;0;0;3;6;39;57;16;15;1;1;24;122;8;36;34;18;26;34;0;0;4;13;17;23;0;0;4;9;10;28;0;0;0;13;15;24;1;4;4;6;9;24;0;2;6;7;9;22;0;1;8;7;6;34;0;0;5;16;13;67;11;3;25;10;18;33;0;1;7;10;15;25;0;1;9;6;9
"Radovljica";"Površina [m2]";7887;0;26;1859;1829;4173;4866;0;0;323;128;4415;8882;0;0;73;1431;7378;9177;0;0;289;983;7905;5102;507;910;175;180;3330;11270;272;1768;2523;2134;4573;6606;0;0;659;1952;3995;3444;0;0;472;1415;1557;4917;0;0;0;1717;3200;3260;36;358;548;801;1517;3315;0;87;736;808;1684;3902;0;61;1257;1619;965;6230;0;0;649;3329;2252;10346;806;347;2778;2247;4168;5485;0;85;635;1340;3425;4268;0;45;1000;982;2241
"Ravne na Koroškem";"Število";9;0;0;1;7;1;93;28;36;19;2;8;12;0;1;0;2;9;4;0;0;0;1;3;11;0;0;2;4;5;10;0;0;2;2;6;10;2;2;0;1;5;6;0;2;1;1;2;10;0;1;4;1;4;14;1;0;0;2;11;17;1;0;0;2;14;16;0;0;1;6;9;9;0;0;0;1;8;7;0;0;1;1;5;194;74;70;6;1;43;66;0;30;25;5;6
"Ravne na Koroškem";"Površina [m2]";1126;0;0;36;939;151;7017;1126;1540;1894;304;2153;1993;0;60;0;145;1788;638;0;0;0;119;519;1531;0;0;148;585;798;1444;0;0;159;328;957;1422;72;106;0;176;1068;1059;0;277;32;371;379;1370;0;73;379;182;736;2283;100;0;0;257;1926;2199;38;0;0;345;1816;2284;0;0;105;755;1424;1444;0;0;0;281;1163;1023;0;0;92;155;776;11799;3168;4636;492;120;3383;8410;0;3762;3048;602;998
"Razkrižje";"Število";6;0;2;1;1;2;1;0;0;0;0;1;7;0;1;0;1;5;1;0;0;0;1;0;3;0;1;1;0;1;3;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;1;1;0;1;0;0;0;1;0;4;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;2;0;0
"Razkrižje";"Površina [m2]";721;0;154;111;113;343;146;0;0;0;0;146;1337;0;86;0;183;1068;105;0;0;0;105;0;327;0;68;52;0;207;511;0;0;190;180;141;176;0;0;0;0;176;0;0;0;0;0;0;103;0;103;0;0;0;191;0;0;83;108;0;97;0;0;0;97;0;262;45;42;83;0;92;52;0;0;52;0;0;0;0;0;0;0;0;131;0;0;0;131;0;155;0;0;155;0;0
"Reèica ob Savinji";"Število";1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;2;1;0;0;0;0;1;3;0;0;0;0;3;5;0;0;0;1;4;2;0;0;0;0;2;3;1;0;0;0;2;5;0;1;0;1;3;3;0;0;0;2;1;4;2;2;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0
